album_id,artist_id,title,release_year,release_date,primary_genre,secondary_genre,album_type,total_tracks,popularity_score
ALB_0550,ART_0407,Enhanced Context-Sensitive Encoding,2023,2025-11-28,Pop,Rock,Studio,16,0.133
ALB_0551,ART_0158,Edge Sure,2011,2022-11-30,Rock,,Studio,12,0.097
ALB_0552,ART_0375,Multi-Channeled Optimizing Algorithm,2016,2023-12-12,Hip-Hop,,Studio,8,0.056
ALB_0553,ART_0392,Multi-Channeled Non-Volatile Open System,2022,2024-08-07,Classical,Country,Studio,8,0.095
ALB_0554,ART_0184,Wave Cup,2022,2025-12-28,Electronic,,Studio,12,0.078
ALB_0555,ART_0142,Light Take,2019,2025-09-22,Pop,,Studio,10,0.057
ALB_0556,ART_0593,Proactive Needs-Based Function,2017,2020-07-18,Pop,,EP,12,0.072
ALB_0557,ART_0438,Automated Background Approach,2016,2020-03-06,Rock,,Compilation,8,0.074
ALB_0558,ART_0437,Echo Discuss,2022,2024-05-10,Rock,Jazz,Studio,12,0.059
ALB_0559,ART_0648,Stories Mean,2019,2021-04-27,Country,,Studio,12,0.204
ALB_0560,ART_0153,Seamless Dedicated Workforce,2017,2020-03-25,Indie,,Studio,8,0.129
ALB_0561,ART_0118,Journey Series,2017,2020-07-23,Country,,EP,10,0.09
ALB_0562,ART_0240,Star Suffer,2014,2024-10-05,Pop,,Studio,12,0.072
ALB_0563,ART_0198,World Game,2009,2012-03-18,Hip-Hop,Classical,Studio,14,0.069
ALB_0564,ART_0449,Digitized Optimizing Strategy,2017,2025-09-27,Indie,R&B,Live,12,0.088
ALB_0565,ART_0089,Vision-Oriented Bifurcated Moderator,2017,2025-05-05,Pop,,Live,16,0.078
ALB_0566,ART_0544,Compatible Holistic Strategy,2014,2025-09-26,Pop,Electronic,Live,12,0.056
ALB_0567,ART_0405,Object-Based Optimizing Attitude,2019,2022-12-31,Pop,,Studio,16,0.075
ALB_0568,ART_0625,Inverse Client-Driven Complexity,2004,2020-12-18,Metal,Country,Studio,8,0.115
ALB_0569,ART_0105,Love Leave,2023,2026-02-09,Pop,Jazz,Live,10,0.072
ALB_0570,ART_0438,Thunder Message,2007,2020-05-09,Rock,,Studio,12,0.056
ALB_0571,ART_0671,Dreams Contain,2024,2026-04-27,Pop,Country,Live,8,0.11
ALB_0572,ART_0590,Realigned System-Worthy Pricing Structure,2008,2022-11-29,Country,Hip-Hop,Live,10,0.06
ALB_0573,ART_0222,Echo Dog,1999,2017-12-15,Rock,,Studio,12,0.062
ALB_0574,ART_0621,Enhanced Homogeneous Function,1998,2019-05-27,Metal,R&B,Studio,8,0.059
ALB_0575,ART_0581,Implemented Clear-Thinking Conglomeration,2001,2020-01-30,Indie,,EP,14,0.065
ALB_0576,ART_0410,Wave Science,2021,2026-03-01,Electronic,Metal,Studio,12,0.103
ALB_0577,ART_0438,Storm Include,2020,2025-09-20,Rock,,Live,12,0.076
ALB_0578,ART_0185,Visionary Non-Volatile Alliance,2008,2013-03-26,Country,Hip-Hop,Studio,14,0.06
ALB_0579,ART_0097,Intuitive Reciprocal Definition,2012,2021-12-29,Indie,,Live,8,0.141
ALB_0580,ART_0418,Revolution Body,2014,2025-09-07,Rock,,Studio,10,0.142
ALB_0581,ART_0649,Digitized Full-Range Synergy,2005,2008-10-17,Jazz,,Studio,8,0.138
ALB_0582,ART_0137,Monitored Foreground Concept,2006,2019-10-08,R&B,,EP,14,0.062
ALB_0583,ART_0186,Cross-Group Tertiary Secured Line,2017,2023-10-17,Hip-Hop,,Studio,12,0.071
ALB_0584,ART_0387,Managed Local Access,2006,2013-02-02,Hip-Hop,,Studio,8,0.367
ALB_0585,ART_0317,Fully-Configurable System-Worthy Architecture,2022,2025-01-07,Rock,Indie,Studio,10,0.107
ALB_0586,ART_0209,Customer-Focused Uniform Ability,2020,2022-07-06,R&B,Indie,Studio,10,0.055
ALB_0587,ART_0474,Organic Upward-Trending Instruction Set,2018,2026-02-18,Country,Rock,Studio,8,0.056
ALB_0588,ART_0673,Open-Source Modular Implementation,2022,2025-01-07,Jazz,,Studio,8,0.072
ALB_0589,ART_0489,Forever How,2010,2013-09-26,Pop,R&B,Studio,16,0.162
ALB_0590,ART_0185,Polarized Zero Tolerance Orchestration,2018,2024-03-22,Country,Hip-Hop,Compilation,12,0.077
ALB_0591,ART_0665,Time Right,2024,2026-04-27,Country,R&B,Studio,16,0.074
ALB_0592,ART_0388,Journey Live,2004,2007-10-17,Country,,Studio,14,0.057
ALB_0593,ART_0009,World Throughout,2024,2026-04-27,Country,Indie,Studio,10,0.088
ALB_0594,ART_0225,Love Again,2024,2026-04-27,Pop,Classical,Live,12,0.119
ALB_0595,ART_0158,Edge Book,2014,2017-01-22,Rock,,Studio,10,0.068
ALB_0596,ART_0611,Circuit Conference,2016,2025-06-03,Electronic,,Studio,12,0.107
ALB_0597,ART_0597,Diverse Upward-Trending Archive,2024,2026-04-27,Pop,,Live,12,0.248
ALB_0598,ART_0311,Thunder Water,2017,2026-03-01,Rock,,Live,14,0.06
ALB_0599,ART_0567,Mandatory Radical Pricing Structure,2023,2026-03-18,Rock,,Studio,14,0.076
ALB_0600,ART_0052,Light Sea,2021,2023-05-30,Pop,,Studio,14,0.063
ALB_0601,ART_0487,Time Yes,2020,2024-12-06,Classical,,Studio,10,0.111
ALB_0602,ART_0437,Revolution Policy,2012,2024-12-29,Rock,Jazz,Studio,10,0.08
ALB_0603,ART_0004,World Close,2004,2007-05-23,Classical,,Compilation,12,0.086
ALB_0604,ART_0413,Managed Demand-Driven Core,2023,2025-09-22,Jazz,Hip-Hop,Studio,10,0.113
ALB_0605,ART_0381,Pulse Once,2011,2022-09-14,Electronic,Hip-Hop,Studio,16,0.068
ALB_0606,ART_0539,Upgradable Needs-Based Firmware,2021,2025-04-20,Metal,Jazz,Studio,12,0.167
ALB_0607,ART_0604,Innovative Disintermediate Attitude,2010,2013-01-04,Country,Pop,Studio,12,0.077
ALB_0608,ART_0450,Life Owner,2017,2023-03-02,R&B,,Studio,8,0.059
ALB_0609,ART_0064,Pre-Emptive Coherent Application,2022,2025-01-14,Electronic,,Studio,12,0.093
ALB_0610,ART_0607,Optimized Background Frame,2024,2026-04-27,Rock,Hip-Hop,Studio,10,0.111
ALB_0611,ART_0658,Life Process,2024,2026-04-27,Indie,Metal,Studio,14,0.065
ALB_0612,ART_0626,Exclusive Bandwidth-Monitored Algorithm,2019,2022-05-09,Hip-Hop,R&B,Live,12,0.132
ALB_0613,ART_0461,Sharable Explicit Artificial Intelligence,2020,2024-03-18,Jazz,,Studio,10,0.159
ALB_0614,ART_0437,Customizable Fault-Tolerant Toolset,2019,2023-04-22,Rock,Jazz,Compilation,12,0.063
ALB_0615,ART_0068,Pre-Emptive Stable Firmware,2020,2022-09-07,Electronic,Rock,Studio,14,0.352
ALB_0616,ART_0407,Star Off,2007,2015-11-27,Pop,Rock,Studio,14,0.058
ALB_0617,ART_0521,Journey Hospital,2021,2025-12-22,Country,,Studio,12,0.06
ALB_0618,ART_0093,Multi-Layered Contextually-Based Knowledge User,2016,2018-09-04,Rock,Electronic,Live,10,0.06
ALB_0619,ART_0657,Organic Maximized Firmware,2012,2017-01-12,Country,,Studio,12,0.151
ALB_0620,ART_0368,Future-Proofed Non-Volatile Approach,2019,2022-01-27,Hip-Hop,,Studio,16,0.088
ALB_0621,ART_0155,World Same,2021,2025-04-27,Country,,Studio,10,0.059
ALB_0622,ART_0481,Configurable Static Hardware,2019,2025-05-11,Pop,,Live,14,0.071
ALB_0623,ART_0307,Open-Source Web-Enabled Parallelism,2022,2024-10-09,Metal,Jazz,Live,10,0.084
ALB_0624,ART_0680,Life Ask,2010,2024-02-02,Hip-Hop,,Live,10,0.057
ALB_0625,ART_0283,Time Tell,2024,2026-04-27,Classical,,Studio,12,0.144
ALB_0626,ART_0010,Midnight North,2021,2025-05-19,Jazz,,Studio,16,0.114
ALB_0627,ART_0449,Stories Would,2020,2024-03-20,Indie,R&B,Studio,8,0.075
ALB_0628,ART_0187,Time Upon,1998,2006-06-11,R&B,Metal,Studio,16,0.257
ALB_0629,ART_0254,Innovative Attitude-Oriented Infrastructure,2006,2024-07-26,Indie,Jazz,Studio,8,0.07
ALB_0630,ART_0271,Universal 5Thgeneration Middleware,2024,2026-04-27,R&B,,Studio,12,0.357
ALB_0631,ART_0375,Programmable Object-Oriented Service-Desk,2019,2026-03-26,Hip-Hop,,EP,12,0.09
ALB_0632,ART_0298,Digitized Bottom-Line System Engine,2016,2021-11-29,Country,Classical,Studio,12,0.086
ALB_0633,ART_0617,Love Computer,2013,2026-01-05,Pop,R&B,Studio,12,0.059
ALB_0634,ART_0133,Pulse System,2022,2024-09-13,Electronic,,Studio,14,0.144
ALB_0635,ART_0103,Journey And,2024,2026-04-27,Indie,,Live,10,0.07
ALB_0636,ART_0110,Synergized Intermediate Customer Loyalty,2017,2026-04-20,Jazz,Country,Studio,12,0.059
ALB_0637,ART_0683,World Product,2020,2022-11-29,R&B,,Compilation,8,0.055
ALB_0638,ART_0498,Right-Sized Empowering Functionalities,2012,2025-04-01,Electronic,,Studio,16,0.079
ALB_0639,ART_0608,Love Who,2023,2026-02-15,Pop,Metal,Studio,16,0.076
ALB_0640,ART_0381,Circuit Begin,2020,2023-11-15,Electronic,Hip-Hop,Studio,12,0.097
ALB_0641,ART_0487,Life Industry,2020,2024-07-11,Classical,,Studio,12,0.148
ALB_0642,ART_0404,Grass-Roots Multi-State Knowledgebase,2020,2025-12-26,R&B,,Studio,10,0.056
ALB_0643,ART_0117,Advanced Zero Tolerance Standardization,2013,2022-03-04,Hip-Hop,,Studio,10,0.099
ALB_0644,ART_0351,Journey Necessary,2021,2025-08-30,Indie,,Studio,14,0.06
ALB_0645,ART_0091,Customizable Intangible Collaboration,2020,2022-11-29,Rock,,Studio,8,0.132
ALB_0646,ART_0272,Echo Per,2019,2024-03-25,Rock,,Compilation,12,0.118
ALB_0647,ART_0368,Cross-Platform Bi-Directional Open System,2019,2025-03-20,Hip-Hop,,Studio,12,0.077
ALB_0648,ART_0072,Horizontal National Hardware,2010,2024-08-10,Rock,Metal,Studio,14,0.096
ALB_0649,ART_0132,Stories Everything,2019,2023-03-26,Hip-Hop,,Studio,8,0.065
ALB_0650,ART_0616,Pre-Emptive Object-Oriented Portal,2014,2021-01-18,Rock,,Studio,16,0.073
ALB_0651,ART_0698,Storm Consider,2003,2011-02-06,Rock,,Studio,10,0.119
ALB_0652,ART_0142,Digitized Regional Portal,2019,2024-09-20,Pop,,Studio,10,0.072
ALB_0653,ART_0370,Thunder Interest,2018,2020-07-20,Rock,Pop,Studio,12,0.067
ALB_0654,ART_0212,Managed System-Worthy Encoding,2000,2003-07-03,Classical,,Live,16,0.074
ALB_0655,ART_0423,Life May,1997,2024-03-07,Classical,,Compilation,12,0.121
ALB_0656,ART_0024,Star Watch,2020,2023-10-23,Pop,Classical,Studio,8,0.065
ALB_0657,ART_0343,Mandatory Exuding Function,2024,2026-04-27,Electronic,,Compilation,12,0.059
ALB_0658,ART_0437,Storm Million,2015,2025-01-15,Rock,Jazz,Studio,14,0.096
ALB_0659,ART_0661,Stories Reveal,2020,2022-09-17,Metal,Rock,Studio,16,0.12
ALB_0660,ART_0101,Edge Trouble,2021,2024-01-01,Rock,Pop,EP,14,0.057
ALB_0661,ART_0244,Light First,2019,2026-03-10,Pop,,Live,10,0.062
ALB_0662,ART_0661,Organic Zero-Defect Graphic Interface,2021,2024-02-16,Metal,Rock,Studio,8,0.058
ALB_0663,ART_0186,Journey Keep,2006,2019-03-17,Hip-Hop,,Studio,12,0.066
ALB_0664,ART_0068,Cross-Group Content-Based Intranet,2015,2019-03-22,Electronic,Rock,Live,16,0.071
ALB_0665,ART_0527,Revolution Than,2024,2026-04-27,Rock,,Compilation,12,0.102
ALB_0666,ART_0095,Edge Memory,2024,2026-04-27,Rock,,Studio,16,0.088
ALB_0667,ART_0623,Multi-Layered Analyzing Migration,2023,2026-02-09,Pop,Rock,Studio,16,0.085
ALB_0668,ART_0438,Echo Attorney,2013,2018-09-28,Rock,,Studio,14,0.066
ALB_0669,ART_0334,Profit-Focused Impactful Challenge,2017,2024-10-12,Hip-Hop,,Studio,8,0.126
ALB_0670,ART_0405,Progressive Non-Volatile Algorithm,2019,2022-03-09,Pop,,Studio,12,0.073
ALB_0671,ART_0317,Echo Type,2017,2025-02-23,Rock,Indie,Studio,8,0.316
ALB_0672,ART_0437,Centralized Dynamic Alliance,2011,2019-04-02,Rock,Jazz,Studio,16,0.086
ALB_0673,ART_0262,Life Why,2024,2026-04-27,R&B,Electronic,Studio,10,0.058
ALB_0674,ART_0645,Stories Decide,2022,2024-11-12,Country,,Compilation,8,0.091
ALB_0675,ART_0064,Persistent Motivating Infrastructure,2023,2025-12-14,Electronic,,Studio,14,0.065
ALB_0676,ART_0626,Decentralized Systemic Algorithm,2020,2023-04-15,Hip-Hop,R&B,Live,10,0.092
ALB_0677,ART_0688,Wave Middle,2024,2026-04-27,Electronic,,Compilation,12,0.056
ALB_0678,ART_0319,Enhanced Methodical Parallelism,2023,2025-11-13,Electronic,,Live,12,0.059
ALB_0679,ART_0060,Storm Guy,2014,2017-12-14,Rock,Indie,Studio,12,0.131
ALB_0680,ART_0318,Fundamental Value-Added Solution,2007,2010-11-08,Rock,Pop,Studio,16,0.061
ALB_0681,ART_0478,Assimilated Human-Resource Application,2023,2025-06-24,R&B,,Studio,12,0.124
ALB_0682,ART_0419,Re-Engineered Zero-Defect Data-Warehouse,2023,2026-03-05,R&B,,Studio,12,0.063
ALB_0683,ART_0490,Stand-Alone Directional Service-Desk,2012,2016-10-19,Hip-Hop,R&B,Studio,10,0.087
ALB_0684,ART_0144,Streamlined Incremental Migration,2015,2017-06-30,Pop,,Live,12,0.093
ALB_0685,ART_0313,Vision-Oriented Zero Administration Software,2013,2015-06-01,R&B,,Studio,12,0.075
ALB_0686,ART_0481,Light Which,2024,2026-04-27,Pop,,Studio,12,0.064
ALB_0687,ART_0554,Life Consumer,2015,2022-09-23,Metal,R&B,Studio,12,0.061
ALB_0688,ART_0158,Storm Across,2011,2016-03-23,Rock,,Studio,10,0.055
ALB_0689,ART_0191,Robust Fault-Tolerant Structure,2020,2026-03-09,Electronic,Indie,Studio,10,0.064
ALB_0690,ART_0388,Stand-Alone Even-Keeled Interface,1997,2023-07-01,Country,,Studio,10,0.088
ALB_0691,ART_0013,Monitored Logistical Extranet,2014,2018-07-02,Indie,,Studio,12,0.193
ALB_0692,ART_0454,Stories Five,2021,2025-05-08,Indie,,Studio,14,0.138
ALB_0693,ART_0481,Light Thank,2020,2024-10-24,Pop,,Studio,12,0.105
ALB_0694,ART_0273,Star Pattern,2021,2023-08-17,Pop,,Studio,8,0.11
ALB_0695,ART_0551,Profound Stable Hub,2002,2016-09-01,Jazz,,Compilation,12,0.089
ALB_0696,ART_0014,Smooth Phone,2024,2026-04-27,Jazz,Hip-Hop,EP,12,0.062
ALB_0697,ART_0590,Innovative Systemic Benchmark,2012,2020-02-06,Country,Hip-Hop,Studio,8,0.16
ALB_0698,ART_0113,Mandatory Even-Keeled Productivity,2007,2014-11-05,Hip-Hop,Jazz,Studio,8,0.09
ALB_0699,ART_0437,Thunder Factor,2022,2024-11-02,Rock,Jazz,Studio,12,0.079
ALB_0700,ART_0225,Universal Solution-Oriented Framework,2021,2023-11-19,Pop,Classical,EP,8,0.057
ALB_0701,ART_0317,Programmable Well-Modulated Encoding,2013,2025-03-19,Rock,Indie,Studio,14,0.071
ALB_0702,ART_0120,Pulse Support,2021,2025-11-21,Electronic,,Studio,8,0.072
ALB_0703,ART_0018,Forever Take,2021,2025-02-12,Pop,Jazz,Studio,8,0.135
ALB_0704,ART_0220,Switchable Foreground Software,2017,2020-04-18,Classical,,Studio,12,0.078
ALB_0705,ART_0009,Journey Agree,2024,2026-04-27,Country,Indie,EP,10,0.068
ALB_0706,ART_0487,World Find,2022,2024-11-01,Classical,,EP,12,0.301
ALB_0707,ART_0031,Operative Impactful Info-Mediaries,2017,2024-06-22,Indie,,Studio,8,0.057
ALB_0708,ART_0423,Reduced Tertiary Orchestration,2022,2025-12-13,Classical,,Studio,12,0.07
ALB_0709,ART_0046,Mandatory Uniform Structure,2005,2011-07-18,Pop,,Live,8,0.055
ALB_0710,ART_0237,Public-Key Scalable Toolset,2011,2019-07-03,Country,,Studio,12,0.1
ALB_0711,ART_0437,Synchronized Heuristic Middleware,2024,2026-04-27,Rock,Jazz,Studio,12,0.17
ALB_0712,ART_0369,Down-Sized Stable Open Architecture,2015,2018-12-12,R&B,Country,Studio,8,0.063
ALB_0713,ART_0458,Cross-Platform Methodical Capacity,2003,2020-11-16,Pop,,Studio,10,0.132
ALB_0714,ART_0481,Up-Sized Next Generation Task-Force,2021,2026-01-21,Pop,,Studio,16,0.064
ALB_0715,ART_0171,World Your,2019,2024-09-18,Hip-Hop,Indie,Studio,14,0.163
ALB_0716,ART_0637,Digital Government,2024,2026-04-27,Electronic,Jazz,Studio,10,0.103
ALB_0717,ART_0611,Circuit Doctor,2014,2019-11-14,Electronic,,Studio,8,0.114
ALB_0718,ART_0542,Edge Size,2023,2026-03-10,Rock,Indie,Live,14,0.055
ALB_0719,ART_0453,Forever Kitchen,1997,2020-08-06,Pop,,Studio,12,0.243
ALB_0720,ART_0135,Thunder Glass,2021,2024-06-07,Rock,,Studio,16,0.098
ALB_0721,ART_0540,Reduced Explicit Local Area Network,2017,2025-04-11,Metal,Rock,Studio,10,0.064
ALB_0722,ART_0158,Edge Many,2010,2013-01-25,Rock,,EP,14,0.122
ALB_0723,ART_0611,Digital Protect,2012,2021-04-27,Electronic,,Compilation,10,0.063
ALB_0724,ART_0568,Time Yet,2024,2026-04-27,Country,,Studio,14,0.139
ALB_0725,ART_0258,Time Marriage,2000,2023-08-31,Metal,Indie,Studio,10,0.057
ALB_0726,ART_0405,Profit-Focused Bottom-Line Software,2023,2025-09-12,Pop,,Studio,16,0.095
ALB_0727,ART_0261,Stories Fire,2023,2025-09-24,Hip-Hop,Country,Studio,14,0.077
ALB_0728,ART_0199,Stories Truth,2012,2024-07-27,Country,Hip-Hop,Studio,14,0.057
ALB_0729,ART_0428,Midnight Certain,2015,2026-04-01,Jazz,Country,Compilation,12,0.062
ALB_0730,ART_0546,Storm Guess,2022,2025-02-19,Rock,,Compilation,14,0.055
ALB_0731,ART_0432,Time Over,2013,2025-02-20,Hip-Hop,,Live,8,0.073
ALB_0732,ART_0375,Life Lot,2012,2016-01-14,Hip-Hop,,Studio,8,0.064
ALB_0733,ART_0628,Star Travel,2014,2023-06-23,Pop,Electronic,Studio,12,0.082
ALB_0734,ART_0513,Time Start,2024,2026-04-27,R&B,,EP,12,0.064
ALB_0735,ART_0122,Managed Responsive Conglomeration,2023,2025-08-18,Hip-Hop,,Live,8,0.064
ALB_0736,ART_0106,Centralized 24Hour Knowledge User,2002,2010-05-03,Rock,Hip-Hop,Studio,10,0.101
ALB_0737,ART_0312,Virtual Zero-Defect Concept,1993,2013-03-08,Hip-Hop,Pop,EP,10,0.056
ALB_0738,ART_0555,Diverse Mobile Toolset,2018,2024-11-24,Pop,,EP,14,0.157
ALB_0739,ART_0134,Cross-Group Clear-Thinking Pricing Structure,2014,2020-08-27,Country,,Studio,16,0.13
ALB_0740,ART_0505,Life Laugh,2019,2023-05-02,Classical,Electronic,Live,10,0.09
ALB_0741,ART_0120,Digital Me,2019,2023-03-27,Electronic,,Studio,12,0.082
ALB_0742,ART_0549,Journey Always,2022,2025-05-21,Classical,,Studio,10,0.15
ALB_0743,ART_0661,World Side,2023,2025-09-09,Metal,Rock,Studio,12,0.06
ALB_0744,ART_0655,Advanced Fresh-Thinking System Engine,2021,2025-10-26,Classical,Hip-Hop,Studio,12,0.056
ALB_0745,ART_0010,Blue Cut,2024,2026-04-27,Jazz,,Studio,12,0.062
ALB_0746,ART_0258,Life Above,2018,2024-01-29,Metal,Indie,Studio,14,0.112
ALB_0747,ART_0325,Forever Energy,2010,2015-06-27,Pop,Rock,Live,10,0.055
ALB_0748,ART_0623,Light Understand,2014,2019-10-05,Pop,Rock,Studio,12,0.081
ALB_0749,ART_0677,De-Engineered Bi-Directional Info-Mediaries,2021,2024-10-29,R&B,,Studio,12,0.63
ALB_0750,ART_0446,World Follow,2018,2021-04-27,Indie,Hip-Hop,Live,14,0.131
ALB_0751,ART_0626,Stories Than,1990,1993-11-14,Hip-Hop,R&B,Studio,12,0.076
ALB_0752,ART_0433,Journey Fill,2005,2015-12-25,Hip-Hop,Pop,Studio,8,0.056
ALB_0753,ART_0437,Storm Nature,2024,2026-04-27,Rock,Jazz,Studio,12,0.122
ALB_0754,ART_0437,Mandatory Intermediate Software,2021,2026-04-22,Rock,Jazz,Studio,12,0.082
ALB_0755,ART_0558,Velvet Guess,2018,2026-04-18,Jazz,,Studio,8,0.057
ALB_0756,ART_0064,Pre-Emptive Heuristic System Engine,2024,2026-04-27,Electronic,,Live,10,0.057
ALB_0757,ART_0481,Light Yourself,2023,2026-03-23,Pop,,Studio,8,0.162
ALB_0758,ART_0694,Open-Architected 3Rdgeneration Emulation,2018,2021-08-30,Hip-Hop,,Studio,16,0.09
ALB_0759,ART_0377,Life Catch,2019,2022-05-16,Metal,,Studio,12,0.121
ALB_0760,ART_0021,Wave Age,2023,2025-11-27,Electronic,Jazz,Studio,12,0.142
ALB_0761,ART_0190,Journey Condition,2022,2024-07-25,R&B,Hip-Hop,Studio,12,0.08
ALB_0762,ART_0691,World Seek,2008,2020-09-22,Hip-Hop,Metal,Studio,14,0.076
ALB_0763,ART_0191,Automated Homogeneous Productivity,2015,2019-08-15,Electronic,Indie,Compilation,8,0.07
ALB_0764,ART_0040,Pulse Nor,2022,2025-07-25,Electronic,Rock,Compilation,12,0.065
ALB_0765,ART_0222,Right-Sized Actuating Protocol,2020,2022-10-01,Rock,,Compilation,12,0.07
ALB_0766,ART_0259,Stories Think,2008,2010-08-20,R&B,Electronic,Live,12,0.107
ALB_0767,ART_0406,Team-Oriented Bifurcated Instruction Set,2006,2016-04-25,R&B,,Studio,16,0.083
ALB_0768,ART_0212,Stories Candidate,2001,2015-11-27,Classical,,Studio,10,0.15
ALB_0769,ART_0487,Phased Tangible Collaboration,2014,2018-05-16,Classical,,Studio,10,0.071
ALB_0770,ART_0417,Synergized Responsive Access,2020,2023-07-10,Jazz,,Studio,10,0.083
ALB_0771,ART_0115,Time Recently,2022,2024-07-08,Hip-Hop,Country,Studio,12,0.086
ALB_0772,ART_0071,Pulse Nature,2024,2026-04-27,Electronic,,Studio,12,0.082
ALB_0773,ART_0162,Robust Tangible Challenge,1995,2009-06-19,Electronic,,Studio,8,0.094
ALB_0774,ART_0383,Star Way,2012,2015-07-30,Pop,,Studio,12,0.062
ALB_0775,ART_0603,Up-Sized Regional Capability,2018,2022-01-05,Rock,,Studio,10,0.075
ALB_0776,ART_0317,Echo Still,2019,2021-11-06,Rock,Indie,Studio,14,0.057
ALB_0777,ART_0485,Digital Decide,2022,2025-07-15,Electronic,Classical,Live,12,0.068
ALB_0778,ART_0375,Life Star,2022,2024-11-04,Hip-Hop,,EP,14,0.074
ALB_0779,ART_0674,Journey Necessary,2024,2026-04-27,Indie,,Studio,8,0.088
ALB_0780,ART_0352,Multi-Channeled Tertiary Installation,2020,2023-07-02,R&B,Metal,Studio,14,0.213
ALB_0781,ART_0405,Star Among,1999,2015-01-09,Pop,,Live,12,0.083
ALB_0782,ART_0088,Dreams Whether,2008,2013-08-22,Pop,Electronic,EP,12,0.101
ALB_0783,ART_0381,Polarized Full-Range Encoding,2010,2012-05-10,Electronic,Hip-Hop,Live,16,0.075
ALB_0784,ART_0693,Synchronized Background Budgetary Management,2007,2023-07-08,Classical,,Compilation,10,0.086
ALB_0785,ART_0024,Synchronized Modular Collaboration,2010,2025-08-11,Pop,Classical,Studio,8,0.056
ALB_0786,ART_0422,Love State,2012,2020-06-16,Pop,,Studio,14,0.062
ALB_0787,ART_0614,Up-Sized Uniform Attitude,2024,2026-04-27,Country,Pop,Studio,10,0.067
ALB_0788,ART_0489,Stand-Alone Discrete Knowledgebase,2009,2026-02-23,Pop,R&B,Studio,14,0.073
ALB_0789,ART_0267,Implemented Empowering Local Area Network,2020,2022-07-09,Metal,Rock,Studio,12,0.056
ALB_0790,ART_0412,Journey Tax,2018,2021-05-13,Classical,Electronic,Live,14,0.058
ALB_0791,ART_0352,Life Among,2020,2025-09-23,R&B,Metal,Studio,10,0.063
ALB_0792,ART_0513,Journey Here,2024,2026-04-27,R&B,,EP,10,0.274
ALB_0793,ART_0117,Intuitive Interactive Support,2021,2023-09-01,Hip-Hop,,EP,12,0.065
ALB_0794,ART_0547,Midnight Today,2024,2026-04-27,Jazz,Hip-Hop,Live,10,0.073
ALB_0795,ART_0171,Balanced 24/7 Challenge,2022,2025-08-23,Hip-Hop,Indie,Live,14,0.06
ALB_0796,ART_0039,Edge Conference,2023,2025-08-24,Rock,,Studio,16,0.084
ALB_0797,ART_0437,Organic Regional Flexibility,2023,2026-03-13,Rock,Jazz,Live,8,0.063
ALB_0798,ART_0022,World Better,2020,2023-10-23,Country,Indie,Studio,14,0.06
ALB_0799,ART_0405,Dreams Guess,1999,2005-11-21,Pop,,Studio,10,0.076
ALB_0800,ART_0148,Time Institution,2022,2025-02-12,Country,,Studio,10,0.055
ALB_0801,ART_0665,Stories Loss,2024,2026-04-27,Country,R&B,Live,12,0.055
ALB_0802,ART_0621,Stories Image,2000,2018-11-16,Metal,R&B,Studio,10,0.061
ALB_0803,ART_0141,Polarized Intangible Projection,2013,2025-01-24,Hip-Hop,,Studio,10,0.055
ALB_0804,ART_0155,Down-Sized Bifurcated Capacity,2024,2026-04-27,Country,,EP,14,0.057
ALB_0805,ART_0553,Centralized Cohesive Benchmark,2023,2025-09-25,Hip-Hop,,Live,10,0.066
ALB_0806,ART_0421,Thunder Performance,2023,2025-10-19,Rock,,Compilation,14,0.114
ALB_0807,ART_0260,Re-Contextualized Systematic Intranet,2007,2012-05-25,Metal,Electronic,EP,10,0.08
ALB_0808,ART_0590,Multi-Tiered Zero-Defect Help-Desk,2016,2023-03-18,Country,Hip-Hop,Studio,10,0.075
ALB_0809,ART_0070,World Travel,1998,2018-02-11,Hip-Hop,,Studio,8,0.064
ALB_0810,ART_0112,Life This,2018,2024-09-06,R&B,,Studio,8,0.184
ALB_0811,ART_0230,Time Wait,2016,2019-05-13,Metal,,Compilation,10,0.068
ALB_0812,ART_0436,Pre-Emptive Bifurcated Installation,2019,2023-07-10,Indie,,Studio,14,0.057
ALB_0813,ART_0473,Cloned Empowering Projection,2015,2020-02-23,Electronic,Pop,Compilation,14,0.084
ALB_0814,ART_0242,World Sea,2018,2025-07-12,Hip-Hop,,Studio,14,0.057
ALB_0815,ART_0288,Progressive Zero Administration Synergy,2024,2026-04-27,Jazz,,EP,12,0.066
ALB_0816,ART_0177,Journey Other,2019,2022-06-09,Metal,Electronic,Studio,12,0.075
ALB_0817,ART_0377,Synchronized Global Model,2023,2025-11-03,Metal,,Studio,12,0.14
ALB_0818,ART_0090,Total Regional Attitude,1996,2010-06-09,R&B,,Studio,12,0.074
ALB_0819,ART_0402,Upgradable Dynamic Matrices,1995,2007-05-07,Metal,,Compilation,10,0.094
ALB_0820,ART_0307,Time Require,2022,2025-08-07,Metal,Jazz,Studio,14,0.513
ALB_0821,ART_0201,Forever Church,2017,2025-03-11,Pop,,Studio,16,0.058
ALB_0822,ART_0514,World Open,2017,2025-07-25,Hip-Hop,,Live,12,0.063
ALB_0823,ART_0409,Seamless Actuating Access,2023,2025-12-17,Hip-Hop,,EP,14,0.068
ALB_0824,ART_0437,Revolution Close,2013,2020-11-17,Rock,Jazz,Compilation,10,0.07
