album_id,artist_id,title,release_year,genre,total_tracks
1172,137,Contours of Flickers,2012,Pop,7
1173,107,The Neon Circuits Vol. I,2015,R&B,8
1174,177,Signals & Resonance,2021,Electronic,10
1175,228,Under Burning Undertones,2018,Hip-Hop,10
1176,45,Ruins of Tides,2020,Pop,13
1177,209,Silent Signals,2017,Hip-Hop,7
1178,59,Signals & Embers,2022,Metal,9
1179,21,Neon Undertones (Deluxe),2023,R&B,5
1180,11,The Silver Echoes Revisited,2018,Rock,10
1181,152,Shattered Horizons,2015,Pop,14
1182,17,Pulses & Tides,2023,R&B,7
1183,25,Glowing Embers Sessions,2023,Hip-Hop,8
1184,52,The Static Frequencies,2018,Country,13
1185,38,Frequencies & Bridges,2018,Folk,6
1186,200,Intervals of Mirrors,2015,Classical,8
1187,146,Silver Resonance Sessions,2005,Rock,9
1188,136,The Trembling Embers,2000,Rock,10
1189,231,Crimson Spectra EP,2024,R&B,12
1190,122,Flickers & Archives,2005,R&B,11
1191,113,Horizons of Bridges,2023,Rock,8
1192,91,Blinding Fragments,2020,Pop,6
1193,29,Flickers & Ruins,2017,Metal,10
1194,22,Circuits & Horizons,2012,Hip-Hop,18
1195,73,Resonance of Thresholds,2002,Country,9
1196,142,The Distant Overtones (Deluxe),2020,R&B,5
1197,46,Static Circuits Revisited,2007,Country,12
1198,102,Burning Revisited,2020,Classical,9
1199,22,Broken Orbits Vol. II,2022,Hip-Hop,8
1200,152,Weightless Spectra,2016,Pop,11
1201,94,The Restless Embers Sessions,2020,Electronic,9
1202,32,The Endless Margins (Deluxe),2013,Electronic,10
1203,196,Undertones of Archives,2024,R&B,10
1204,70,Static Sessions,2007,Pop,16
1205,125,Under Golden Signals,2020,Hip-Hop,8
1206,117,Silver Currents (Deluxe),2021,R&B,8
1207,60,Signals of Tides,2008,Country,6
1208,189,Velvet Orbits Sessions,2016,Classical,10
1209,84,The Pale Intervals Sessions,2021,Electronic,12
1210,195,Static Undertones EP,2019,Country,8
1211,127,Circuits of Circuits,2011,R&B,10
1212,67,Under Restless Wavelengths,2024,Pop,7
1213,139,Under Neon Undertones,1998,Electronic,10
1214,111,Fading Thresholds Vol. I,2011,Classical,9
1215,114,The Vanished Pulses,2023,Classical,15
1216,181,The Shattered Vaults,2022,Country,15
1217,184,Under Muted Circuits,2021,Pop,13
1218,144,The Burning Echoes Vol. II,2021,Classical,8
1219,127,Under Fading Intervals,2016,R&B,7
1220,91,Fragments & Echoes,2006,Pop,8
1221,152,Broken Resonance Vol. I,2020,Pop,11
1222,208,Archives of Tides,2021,R&B,12
1223,98,Endless Frequencies Vol. I,2023,Jazz,10
1224,90,Static Mirrors,2012,Rock,7
1225,166,Archives & Shadows,2024,Hip-Hop,9
1226,177,Pale Horizons Vol. I,2012,Electronic,11
1227,6,Under Restless Echoes,2023,R&B,10
1228,169,Restless Orbits Sessions,2018,Classical,14
1229,83,The Restless Circuits EP,2022,Classical,9
1230,43,Dissonance of Wavelengths,2006,Classical,12
1231,216,Under Crimson Ruins,2007,Folk,12
1232,13,Archives & Orbits,2010,Classical,13
1233,160,Under Silver Archives,2018,Folk,9
1234,70,Muted Wavelengths EP,2010,Pop,13
1235,110,The Frozen Wavelengths,2015,Country,11
1236,211,Drifts & Wavelengths,2015,Hip-Hop,10
1237,111,Contours of Fragments,2005,Classical,7
1238,107,Under Scattered Pulses,2023,R&B,8
1239,47,Drifting Flickers EP,2022,Rock,7
1240,48,Under Shattered Embers,2016,Electronic,12
1241,247,Thresholds of Currents,2024,R&B,6
1242,208,Burning Embers Vol. I,2023,R&B,6
1243,38,The Broken Margins Revisited,2011,Folk,13
1244,217,Drifting Embers Vol. II,2023,Rock,12
1245,211,Pulses & Intervals,2014,Hip-Hop,9
1246,104,Silent Wavelengths,2024,Pop,8
1247,125,Under Endless Vaults,2016,Hip-Hop,13
1248,232,Crimson Bridges,2017,Rock,9
1249,8,Wavelengths & Wavelengths,2019,Country,11
1250,169,Under Velvet Reverb,2007,Classical,6
1251,247,Circuits of Wavelengths,2007,R&B,6
1252,15,Restless Intervals,2002,Pop,10
1253,231,The Silver Archives EP,2019,R&B,6
1254,134,Resonance of Archives,2022,Electronic,9
1255,65,Under Silver Undertones,2024,R&B,5
1256,81,Resonance & Archives,2021,Rock,9
1257,100,Velvet Embers,2023,Rock,8
1258,105,Dissonance & Archives,2008,Jazz,7
1259,126,Restless Contours Vol. II,2017,Pop,6
1260,175,The Golden Overtones,2010,Hip-Hop,9
1261,122,Frequencies of Resonance,2009,R&B,10
1262,6,Overtones of Intervals,2020,R&B,13
1263,216,Pulses of Wavelengths,2000,Folk,6
1264,177,Mirrors of Currents,2024,Electronic,13
1265,99,Overtones & Wavelengths,2024,Rock,9
1266,32,Under Silent Dissonance,2019,Electronic,12
1267,100,Fading Spectra,2020,Rock,11
1268,24,The Pale Embers,2024,Jazz,6
1269,162,Vaults of Wavelengths,2008,Rock,9
1270,71,Blinding Circuits (Deluxe),2022,Electronic,10
1271,106,Flickers & Vaults,2024,Classical,6
1272,26,The Trembling Currents EP,2009,Electronic,9
1273,91,Fragments of Thresholds,2006,Pop,10
1274,196,Drifting Reverb,2023,R&B,10
1275,203,Fragments & Archives,1997,Pop,8
1276,29,The Silent Drifts Revisited,2019,Metal,11
1277,217,Signals of Currents,2022,Rock,7
1278,176,Embers & Shadows,2016,Jazz,7
1279,95,The Fading Overtones Vol. II,2023,Hip-Hop,15
1280,58,Neon Spectra EP,2023,Electronic,11
1281,157,Mirrors of Spectra,2021,Rock,4
1282,250,Dissonance of Bridges,1996,R&B,12
1283,103,Under Endless Intervals,2005,Folk,5
1284,39,Frozen Bridges Sessions,2012,Classical,7
1285,4,Drifts of Vaults,2021,Metal,7
1286,212,Circuits of Horizons,2002,Country,10
1287,183,The Crimson Dissonance,2011,Jazz,8
1288,192,The Pale Margins Revisited,2013,Pop,10
1289,108,The Endless Wavelengths,2019,Pop,14
1290,75,Silent Vol. I,2021,Hip-Hop,10
1291,22,Shattered Signals Vol. I,2022,Hip-Hop,10
1292,102,Silver Contours,2000,Classical,8
1293,86,The Shattered Spectra Vol. I,2022,Folk,7
1294,241,Wavelengths of Intervals,2024,Folk,7
1295,192,Neon Currents EP,2019,Pop,7
1296,98,Orbits & Pulses,2023,Jazz,7
1297,34,Under Hollow Archives,2002,Hip-Hop,8
1298,67,The Burning Circuits Vol. I,2011,Pop,8
1299,34,Restless Flickers EP,2010,Hip-Hop,13
1300,37,Horizons & Fragments,2010,Pop,14
1301,33,Drifts & Fragments,2019,Rock,17
1302,229,The Restless Margins (Deluxe),2019,Metal,8
1303,143,Reverb of Wavelengths,2009,Classical,6
1304,14,The Broken Echoes,2007,Country,7
1305,10,Thresholds of Vaults,2012,R&B,9
1306,230,Hollow (Deluxe),2022,Metal,8
1307,182,Under Shattered Thresholds,2010,Jazz,8
1308,29,Frozen Shadows,2021,Metal,10
1309,47,The Weightless Drifts,2013,Rock,10
1310,229,Archives of Embers,2017,Metal,9
1311,135,Silent Undertones (Deluxe),2011,Classical,12
1312,228,Restless Signals,2010,Hip-Hop,9
1313,118,Pulses of Circuits,2009,Rock,11
1314,161,Intervals & Pulses,2007,Country,7
1315,85,Drifting Intervals (Deluxe),2006,R&B,12
1316,243,Margins of Spectra,2018,Pop,8
1317,55,Drifting Ruins Vol. I,2005,Jazz,12
1318,191,Vanished Intervals Vol. II,1997,Metal,14
1319,103,Bridges & Mirrors,2021,Folk,6
1320,222,The Velvet Orbits Vol. II,2004,Folk,9
1321,166,Signals of Horizons,2004,Hip-Hop,9
1322,126,Pulses & Horizons,2023,Pop,14
1323,95,Under Crimson Circuits,2022,Hip-Hop,9
1324,227,Under Glowing Vaults,1997,Rock,11
1325,194,The Endless Reverb Vol. II,2018,Hip-Hop,5
1326,11,Mirrors of Reverb,2020,Rock,13
1327,183,The Shattered Drifts Revisited,2022,Jazz,6
1328,135,Pale Thresholds Vol. II,2010,Classical,10
1329,233,The Static Overtones,2021,Classical,9
1330,64,Under Endless Ruins,2024,Pop,10
1331,13,Under Distant Spectra,2004,Classical,9
1332,132,Burning Vaults Vol. II,2013,Jazz,14
1333,119,Margins of Archives,2018,Metal,8
1334,91,Under Neon Horizons,2020,Pop,5
1335,46,The Fading Echoes,2017,Country,9
1336,225,Ruins of Fragments,2019,Jazz,9
1337,186,Spectra & Dissonance,2022,Folk,6
1338,55,The Distant Margins Sessions,2012,Jazz,9
1339,224,Horizons of Vaults,2017,Country,7
1340,2,The Drifting Circuits (Deluxe),2023,Electronic,8
1341,223,Margins of Intervals,2022,Classical,8
1342,78,Under Glowing Frequencies,2017,Electronic,9
1343,173,Pulses of Orbits,2021,Electronic,7
1344,78,The Silver Resonance,2017,Electronic,7
1345,249,The Neon Embers (Deluxe),2022,Metal,10
1346,38,Mirrors of Vaults,2022,Folk,14
1347,220,Under Crimson Shadows,2006,Hip-Hop,10
1348,198,Broken (Deluxe),2021,Jazz,9
1349,6,Velvet Overtones,2023,R&B,10
1350,247,The Pale Archives Vol. II,2008,R&B,10
1351,86,Silver Reverb Vol. II,2016,Folk,14
1352,218,Under Weightless Contours,2014,Electronic,9
1353,10,Fading (Deluxe),2019,R&B,8
1354,152,Under Neon Vaults,2024,Pop,7
1355,81,Under Distant Currents,2018,Rock,13
1356,107,Velvet Ruins,2021,R&B,12
1357,89,The Muted Spectra Revisited,2007,Country,12
1358,236,Flickers of Orbits,2023,Folk,8
1359,214,Wavelengths & Circuits,2022,Country,11
1360,160,The Pale Flickers,2023,Folk,18
1361,34,The Crimson Bridges Sessions,2012,Hip-Hop,9
1362,26,The Crimson Contours,2007,Electronic,11
1363,92,Frequencies & Pulses,2018,Hip-Hop,10
1364,45,Under Hollow Wavelengths,1999,Pop,8
1365,87,Silver Sessions,2002,Classical,8
1366,31,Under Silent Circuits,2020,Metal,11
1367,88,Undertones & Echoes,2024,R&B,11
1368,69,The Trembling Dissonance EP,2017,Country,13
1369,181,Scattered Wavelengths (Deluxe),2020,Country,6
1370,250,Velvet Reverb,2022,R&B,10
1371,53,Bridges & Margins,2014,Rock,15
1372,182,The Drifting Frequencies Vol. I,2021,Jazz,11
1373,36,Crimson Thresholds Vol. II,2024,Classical,8
1374,197,Silent Resonance (Deluxe),2016,Electronic,10
1375,74,Under Velvet Shadows,2023,Rock,16
1376,96,Undertones of Vaults,2021,Rock,15
1377,162,Mirrors of Signals,2023,Rock,8
1378,108,The Broken Wavelengths Vol. II,2022,Pop,6
1379,236,Frequencies of Tides,2023,Folk,14
1380,38,Trembling Wavelengths EP,2004,Folk,5
1381,22,Fragments & Orbits,2024,Hip-Hop,14
1382,43,Hollow Vol. II,2005,Classical,10
1383,170,Signals of Overtones,2019,Hip-Hop,10
1384,15,Overtones of Drifts,2009,Pop,11
1385,108,Static EP,2021,Pop,10
1386,185,Fragments of Spectra,2006,Pop,9
1387,3,Under Broken Flickers,2010,R&B,12
1388,115,Embers of Overtones,2020,R&B,8
1389,160,Under Drifting Thresholds,2019,Folk,15
1390,228,Orbits of Undertones,2014,Hip-Hop,7
1391,226,Under Restless Orbits,2007,Jazz,17
1392,134,Under Pale Embers,2015,Electronic,12
1393,131,Under Pale Drifts,2018,Rock,10
1394,194,Vanished Archives,2020,Hip-Hop,8
1395,214,Margins & Vaults,2021,Country,5
1396,188,Frozen Currents Revisited,2024,Country,6
1397,91,Hollow Undertones Revisited,2009,Pop,11
1398,115,Archives & Margins,2012,R&B,8
1399,117,Archives of Archives,2024,R&B,8
1400,171,Ruins & Ruins,2017,Jazz,7
1401,201,Archives of Pulses,2011,R&B,15
1402,183,Restless Drifts Sessions,2008,Jazz,13
1403,211,Thresholds & Horizons,2013,Hip-Hop,8
1404,183,Hollow Vaults,2017,Jazz,11
1405,55,Drifting Vol. II,2018,Jazz,8
1406,177,Weightless Vol. II,2012,Electronic,11
1407,37,Thresholds of Signals,2021,Pop,7
1408,132,Under Silver Flickers,2015,Jazz,16
1409,117,Under Frozen Spectra,2015,R&B,15
1410,155,Archives & Ruins,2004,Rock,4
1411,134,The Silver Frequencies,2019,Electronic,8
1412,78,Circuits & Tides,2020,Electronic,7
1413,37,The Muted Vaults,2024,Pop,12
1414,229,The Velvet Resonance (Deluxe),2017,Metal,16
1415,32,Endless Circuits Sessions,2014,Electronic,5
1416,145,Restless Vol. II,2010,Folk,9
1417,214,Resonance of Intervals,2022,Country,7
1418,196,The Burning Reverb (Deluxe),2023,R&B,11
1419,171,Glowing Pulses Sessions,2009,Jazz,11
1420,100,The Fading Fragments EP,2016,Rock,15
1421,246,Overtones of Thresholds,2017,Metal,12
1422,166,Velvet Flickers,2013,Hip-Hop,9
1423,162,Ruins of Contours,2010,Rock,16
1424,165,Muted Drifts,2019,Hip-Hop,11
1425,122,The Neon Currents,2007,R&B,6
1426,213,Resonance of Overtones,2014,Metal,15
1427,114,Vanished Intervals Vol. I,2007,Classical,12
1428,151,Shattered Dissonance,2012,Metal,14
1429,112,The Endless Tides EP,2008,R&B,12
1430,98,Shadows & Horizons,2022,Jazz,13
1431,139,The Pale Signals,2005,Electronic,4
1432,197,Broken Ruins Vol. II,2011,Electronic,14
1433,16,Under Restless Bridges,2013,Metal,9
1434,183,Pale Orbits,2012,Jazz,10
1435,37,The Silent Undertones Sessions,2019,Pop,9
1436,61,Restless Thresholds EP,2023,Rock,8
1437,17,Under Drifting Wavelengths,2003,R&B,3
1438,78,Under Endless Thresholds,1997,Electronic,10
1439,217,Drifts of Embers,2022,Rock,10
1440,96,Under Velvet Wavelengths,2019,Rock,8
1441,138,Neon Resonance (Deluxe),2015,Pop,11
1442,168,The Neon Echoes (Deluxe),2003,Folk,12
1443,154,Resonance & Pulses,2010,Jazz,15
1444,90,Embers of Archives,2021,Rock,3
1445,73,Velvet Margins EP,2013,Country,5
1446,18,Shadows & Orbits,2016,Jazz,8
1447,213,The Weightless Contours,2024,Metal,13
1448,111,The Glowing Drifts Vol. I,2020,Classical,9
1449,243,Reverb & Currents,2023,Pop,9
1450,70,The Static Fragments Vol. I,2001,Pop,15
1451,118,Under Restless Tides,2024,Rock,12
1452,178,The Drifting Spectra,2021,R&B,13
1453,122,Reverb of Shadows,2017,R&B,17
1454,8,Thresholds of Pulses,2016,Country,9
1455,91,Glowing Vol. I,2018,Pop,14
1456,46,Tides of Horizons,2018,Country,9
1457,95,The Scattered Tides,2024,Hip-Hop,8
1458,6,Pulses & Spectra,2022,R&B,9
1459,50,Mirrors of Mirrors,2010,Jazz,9
1460,248,Trembling Sessions,2013,Country,7
1461,2,The Drifting Orbits,2022,Electronic,9
1462,146,Under Shattered Bridges,2022,Rock,10
1463,50,Pulses of Intervals,2013,Jazz,4
1464,45,Muted Signals,2001,Pop,13
1465,67,Under Silent Overtones,2013,Pop,14
1466,187,Embers & Dissonance,2024,Pop,15
1467,6,Pulses of Contours,2024,R&B,10
1468,65,Contours of Overtones,2021,R&B,11
1469,1,Echoes of Dissonance,2005,Rock,9
1470,111,Frozen EP,2023,Classical,8
1471,12,Spectra & Vaults,2016,Hip-Hop,8
1472,115,The Restless Shadows Sessions,2024,R&B,17
1473,7,The Velvet Fragments,1997,R&B,8
1474,161,Horizons of Tides,2022,Country,7
1475,111,Muted Wavelengths Revisited,2009,Classical,13
1476,216,Mirrors & Horizons,2014,Folk,8
1477,62,Resonance & Echoes,2023,Folk,8
1478,134,The Distant Undertones Sessions,2023,Electronic,12
1479,113,Drifting Thresholds Sessions,2000,Rock,7
1480,22,Hollow Orbits Vol. I,2022,Hip-Hop,13
1481,17,The Hollow Spectra (Deluxe),2000,R&B,7
1482,78,Under Drifting Vaults,1997,Electronic,10
1483,27,Pale Dissonance Vol. II,2007,Country,8
1484,25,Under Blinding Vaults,2002,Hip-Hop,9
1485,222,Scattered Orbits (Deluxe),2020,Folk,6
1486,110,Under Glowing Horizons,2005,Country,10
1487,167,Wavelengths of Tides,2018,Hip-Hop,15
1488,133,Archives & Embers,1998,Classical,9
1489,27,Glowing Flickers,2013,Country,5
1490,203,The Muted Signals Revisited,2011,Pop,12
1491,66,Vaults & Circuits,2018,Country,15
1492,159,The Hollow Echoes,2021,Country,8
1493,150,Under Blinding Signals,1999,Jazz,15
1494,121,Intervals & Fragments,2004,Jazz,10
1495,95,Burning Archives Revisited,2024,Hip-Hop,11
1496,38,Endless Frequencies,2008,Folk,13
1497,164,The Distant Fragments,2016,Folk,13
1498,122,Under Trembling Fragments,2018,R&B,13
1499,145,Intervals & Ruins,2008,Folk,5
1500,85,The Silver Thresholds,2011,R&B,9
